,Cas# /Accession#,Chemical Name
15210,68425-29-6,"Distillates, petroleum, naphtha-raffinate pyrolyzate-derived, gasoline-blending"
15211,68425-31-0,"Gasoline, natural gas, natural"
15212,68425-33-2,"Petrolatum (petroleum), oxidized, barium salt"
15213,68425-34-3,"Petrolatum, petroleum, oxidized, calcium salt"
15214,68425-37-6,Coconut alcohol
15215,68425-39-8,"Alkenes, C>10 .alpha.-, oxidized"
15216,68425-47-8,"Amides, soya, N,N-bis(hydroxyethyl)"
15217,68425-50-3,"Amides, tallow, N-[3-(dimethylamino)propyl]"
15218,68425-52-5,"Amides, tallow, hydrogenated, N-[2-[(2-hydroxyethyl)amino]ethyl], acetates (salts)"
15219,68425-57-0,"Phosphoric acid, mixed decyl and octyl esters, compds. with diethanolamine"
15220,68425-60-5,"Naphthalenesulfonic acid, bis(1-methylethyl)-, ammonium salt"
15221,68425-61-6,"Naphthalenesulfonic acid, bis(1-methylethyl)-, compd. with cyclohexanamine (1:1)"
15222,68425-65-0,"Aluminum, oxo(2-propanolato)-"
15223,68425-67-2,"Boric acid, compd. with 2-aminoethanol (1:?)"
15224,68425-94-5,"Residues, petroleum, catalytic reformer fractionator, sulfonated, polymers with formaldehyde, sodium salts"
15225,68426-00-6,"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris[[1,3,3-trimethyl-5-[[[[(1-methylethylidene)amino]oxy]carbonyl]amino]cyclohexyl]methyl]-"
15226,68427-35-0,"5-Benzoxazolesulfonamide, 2-[7-(diethylamino)-2-oxo-2H-1-benzopyran-3-yl]-"
15227,6843-66-9,Dimethoxydiphenylsilane
15228,68439-30-5,"Oxirane, 2-methyl-, polymer with oxirane, 8-methylnonyl ether"
15229,68439-45-2,"Alcohols, C6-12, ethoxylated"
15230,68439-46-3,"Alcohols, C9-11, ethoxylated"
15231,68439-49-6,"Alcohols, C16-18, ethoxylated"
15232,68439-50-9,"Alcohols, C12-14, ethoxylated"
15233,68439-51-0,"Alcohols, C12-14, ethoxylated propoxylated"
15234,68439-56-5,"Sulfonic acids, C13-18-alkane hydroxy and C13-18-alkene, sodium salts"
15235,68439-57-6,"Sulfonic acids, C14-16-alkane hydroxy and C14-16-alkene, sodium salts"
15236,68439-70-3,"Amines, C12-16-alkyldimethyl"
15237,68439-73-6,"Amines, N-(C14-18 and C16-18-unsatd. alkyl)trimethylenedi-"
15238,68439-75-8,"Amines, di-C12-18-alkylmethyl"
15239,68439-80-5,"Amines, polyethylenepoly-, reaction products with succinic anhydride polybutenyl derivs."
15240,68440-04-0,"Fatty acids, coco, reaction products with diethanolamine"
15241,68440-13-1,"Fatty acids, palm kernel-oil, methyl esters, sulfonated, sodium salts"
15242,68440-15-3,"Fatty acids, palm-oil"
15243,68440-18-6,"Fatty acids, rape-oil, zinc salts"
15244,68440-19-7,"Fatty acids, safflower-oil, sodium salts"
15245,68440-24-4,"Fatty acids, tall-oil, 2-mercaptoethyl esters"
15246,68440-25-5,"Fatty acids, tall-oil, reaction products with ethanolamine"
15247,68440-26-6,"Fatty acids, tall-oil, reaction products with isopropanolamine"
15248,68440-27-7,"Fatty acids, tall-oil, sulfurized"
15249,68440-29-9,"Fatty acids, tallow, Me esters, chlorinated"
15250,68440-34-6,"Fatty acids, tallow, zinc salts"
15251,68440-40-4,"Lard, oil, Me esters, sulfurized"
15252,68440-54-0,"Quaternary ammonium compounds, trimethylsoya alkyl, Me sulfates"
15253,68440-70-0,"Siloxanes and Silicones, di-methyl, hydroxy-terminated, reaction products with chlorotrimethylsilane, hydrochloric acid, iso-Pr alc. and sodium silicate"
15254,68441-17-8,"Ethene, homopolymer, oxidized"
15255,68441-20-3,"Acetic acid, mercapto-, isooctyl ester, reaction products with dichlorodimethylstannane, sodium sulfide (Na2S) and trichloromethylstannane"
15256,68441-43-0,"Bismuth, [.mu.-[carbonato(2-)-O:O']]dioxodi-, reaction products with acetylene, copper acetylide (Cu(C2)) and formaldehyde"
15257,68441-44-1,"Boric acid, reaction products with ethylene glycol and polyethylene glycol mono-Me ether"
15258,68441-62-3,"2-Butyne-1,4-diol, polymer with (chloromethyl)oxirane, brominated, dehydrochlorinated, methoxylated"
15259,68441-66-7,"Decanoic acid, mixed esters with dipentaerythritol, octanoic acid and valeric acid"
15260,68441-67-8,"Decanoic acid, mixed esters with heptanoic acid, octanoic acid and pentaerythritol"
15261,68441-68-9,"Decanoic acid, mixed esters with octanoic acid and pentaerythritol"
15262,68441-94-1,"Heptanoic acid, mixed esters with pentaerythritol and valeric acid"
15263,68442-07-9,"Morpholine, compd. with oxidized polyethylene"
15264,68442-09-1,"Naphthalenesulfonic acid, sodium salt, isopropylated"
15265,68442-12-6,"9-Octadecenoic acid (9Z)-, 2-mercaptoethyl ester, reaction productswith dichlorodimethylstannane, sodium sulfide(Na2S) and trichloromethylstannane"
15266,68442-22-8,"Phosphorodithioic acid, mixed O,O-bis(2-ethylhexyl and iso-Bu) esters, zinc salts"
15267,68442-60-4,"Acetaldehyde, reaction products with formaldehyde, by-products from"
15268,68442-68-2,"Benzenamine, N-phenyl-, styrenated"
15269,68442-69-3,"Benzene, mono-C10-14-alkyl derivs."
15270,68442-70-6,"1,2-Benzenedicarboxylic acid, mixed cetyl and stearyl esters"
15271,68442-77-3,"2-Butenediamide, (2E)-, N,N'-bis[2-(4,5-dihydro-2-nortall-oil alkyl-1H-imidazol-1-yl)ethyl] derivs."
15272,68442-85-3,"Cellulose, regenerated"
15273,68442-91-1,"Formaldehyde, reaction products with glycerol"
15274,68442-97-7,"1H-Imidazole-1-ethanamine, 4,5-dihydro-, 2-nortall-oil alkyl derivs."
15275,68442-99-9,"Manganese, borate neodecanoate complexes"
15276,68443-05-0,"9-Octadecenoic acid (9Z)-, sulfonated, sodium salts"
15277,68443-08-3,"Amides, from Me epoxyhydroxyoctadecanoate, tetraethylenepentamine and vegetable-oil fatty acids"
15278,68443-84-5,"Isononanoic acid, triester with 2,2'-[oxybis(methylene)]bis[2-(hydroxymethyl)-1,3-propanediol] tris(2-ethylhexanoate)"
15279,68457-13-6,"Cobalt, borate neodecanoate complexes"
15280,68457-74-9,"Phenol, isobutylenated methylstyrenated"
15281,68457-79-4,"Phosphorodithioic acid, mixed O,O-bis(iso-Bu and pentyl) esters, zinc salts"
15282,68458-68-4,"Rosin, polymer with dicyclopentadiene, formaldehyde and nonylphenol"
15283,68459-44-9,"Fatty acids, C18-unsatd., dimers, polymers with tetraethylenepentamine and triethylenetetramine"
15284,68459-67-6,"Castor oil, ester with glycerol"
15285,68459-68-7,"Castor oil, ester with pentaerythritol"
15286,68459-89-2,"Benzene, hexadecylphenoxy-"
15287,6846-50-0,"Propanoic acid, 2-methyl-, 2,2-dimethyl-1-(1-methylethyl)-1,3-propanediyl ester"
15288,68460-10-6,"Phosphoric acid, mono(2-ethylhexyl) ester, polymer with oxirane"
15289,68475-57-0,"Alkanes, C1-2"
15290,68475-58-1,"Alkanes, C2-3"
15291,68475-59-2,"Alkanes, C3-4"
15292,68475-60-5,"Alkanes, C4-5"
15293,68475-70-7,"Aromatic hydrocarbons, C6-8, naphtha-raffinate pyrolyzate-derived"
15294,68475-76-3,"Flue dust, portland cement"
15295,68475-79-6,"Distillates, petroleum, catalytic reformed depentanizer"
15296,68475-80-9,"Distillates, petroleum, light steam-cracked naphtha"
15297,68475-81-0,"Fats and Glyceridic oils, vegetable, yellow grease"
15298,68475-94-5,"Fatty acids, C18-unsatd., dimers, polymers with epichlorohydrin"
15299,68476-00-6,"Fatty acids, C18-unsatd., dimers, C20-32-alkyl esters"
15300,68476-03-9,"Fatty acids, montan-wax"
15301,68476-25-5,Feldspar-group minerals
15302,68476-26-6,Fuel gases
15303,68476-27-7,"Fuel gases, amine system residues"
15304,68476-28-8,"Fuel gases, C6-8 catalytic reformer"
15305,68476-29-9,"Fuel gases, crude oil distillates"
15306,68476-30-2,"Fuel oil, No. 2"
15307,68476-31-3,"Fuel oil, No. 4"
15308,68476-32-4,"Fuel oil, residues-straight-run gas oils, high-sulfur"
15309,68476-33-5,"Fuel oil, residual"
15310,68476-34-6,"Fuels, diesel, No. 2"
15311,68476-38-0,"Glycerides, montan-wax"
15312,68476-40-4,"Hydrocarbons, C3-4"
15313,68476-42-6,"Hydrocarbons, C4-5"
15314,68476-43-7,"Hydrocarbons, C4-6, C5-rich"
15315,68476-44-8,"Hydrocarbons, C>3"
15316,68476-45-9,"Hydrocarbons, C5-10 arom. conc., ethylene-manuf.-by-product"
15317,68476-46-0,"Hydrocarbons, C3-11, catalytic cracker distillates"
15318,68476-47-1,"Hydrocarbons, C2-6, C6-8 catalytic reformer"
15319,68476-49-3,"Hydrocarbons, C2-4, C3-rich"
15320,68476-50-6,"Hydrocarbons, C.gtoreq.5, C5-6-rich"
15321,68476-52-8,"Hydrocarbons, C4, ethylene-manuf.-by-product"
15322,68476-53-9,"Hydrocarbons, C.gtoreq.20, petroleum wastes"
15323,68476-54-0,"Hydrocarbons, C3-5, polymn. unit feed"
15324,68476-55-1,"Hydrocarbons, C5-rich"
15325,68476-56-2,"Hydrocarbons, cyclic C5 and C6"
15326,68476-78-8,Molasses
15327,68476-80-2,"Fats and Glyceridic oils, vegetable, deodorizer distillates"
15328,68476-85-7,"Petroleum gases, liquefied"
15329,68476-86-8,"Petroleum gases, liquefied, sweetened"
15330,68476-96-0,"Slags, coal"
15331,68477-10-1,"Sulfite liquors and Cooking liquors, pink"
15332,68477-23-6,"Tar acids, residues, distillates, first-cut"
15333,68477-25-8,"Waste gases, vent gas, C1-6"
15334,68477-26-9,"Wastes, petroleum"
15335,68477-27-0,"Waste solids, pulp mill"
15336,68477-29-2,"Distillates (petroleum), catalytic reformer fractionator residue, high-boiling"
15337,68477-30-5,"Distillates, petroleum, catalytic reformer fractionator residue, intermediate-boiling"
15338,68477-31-6,"Distillates, petroleum, catalytic reformer fractionator residue, low-boiling"
15339,68477-33-8,"Gases, petroleum, C3-4, isobutane-rich"
15340,68477-34-9,"Distillates (petroleum), C3-5, 2-methyl-2-butene-rich"
15341,68477-35-0,"Distillates, petroleum, C3-6, piperylene-rich"
15342,68477-38-3,"Distillates (petroleum), cracked steam-cracked petroleum distillates"
15343,68477-39-4,"Distillates (petroleum), cracked stripped steam-cracked petroleum distillates, C8-10 fraction"
15344,68477-40-7,"Distillates (petroleum), cracked stripped steam-cracked petroleum distillates, C10-12 fraction"
15345,68477-41-8,"Gases (petroleum), extractive, C3-5, butadiene-butene-rich"
15346,68477-42-9,"Gases, petroleum, extractive, C3-5, butene-isobutylene-rich"
15347,68477-53-2,"Distillates (petroleum), steam-cracked, C5-12 fraction"
15348,68477-54-3,"Distillates, petroleum, steam-cracked, C8-12 fraction"
15349,68477-55-4,"Distillates (petroleum), steam-cracked, C5-10 fraction, mixed with light steam-cracked petroleum naphtha C5 fraction"
15350,68477-58-7,"Distillates, petroleum, steam-cracked petroleum distillates, C5-18 fraction"
15351,68477-63-4,"Extracts (petroleum), reformer recycle"
15352,68477-64-5,"Gases (petroleum), acetylene manuf. off"
15353,68477-65-6,"Gases, petroleum, amine system feed"
15354,68477-66-7,"Gases (petroleum), benzene unit hydrodesulfurizer off"
15355,68477-67-8,"Gases (petroleum), benzene unit recycle, hydrogen-rich"
15356,68477-68-9,"Gases (petroleum), blend oil, hydrogen-nitrogen-rich"
15357,68477-69-0,"Gases, petroleum, butane splitter overheads"
15358,68477-70-3,"Gases, petroleum, C2-3"
15359,68477-71-4,"Gases, petroleum, catalytic-cracked gas oil depropanizer bottoms, C4-rich acid-free"
15360,68477-72-5,"Gases, petroleum, catalytic-cracked naphtha debutanizer bottoms, C3-5-rich"
15361,68477-73-6,"Gases, petroleum, catalytic cracked naphtha depropanizer overhead, C3-rich acid-free"
15362,68477-74-7,"Gases, petroleum, catalytic cracker"
15363,68477-75-8,"Gases (petroleum), catalytic cracker, C1-5-rich"
15364,68477-76-9,"Gases, petroleum, catalytic polymd. naphtha stabilizer overhead, C2-4-rich"
15365,68477-77-0,"Gases, petroleum, catalytic reformed naphtha stripper overheads"
15366,68477-79-2,"Gases, petroleum, catalytic reformer, C1-4-rich"
15367,68477-80-5,"Gases, petroleum, C6-8 catalytic reformer recycle"
15368,68477-81-6,"Gases, petroleum, C6-8 catalytic reformer"
15369,68477-82-7,"Gases, petroleum, C6-8 catalytic reformer recycle, hydrogen-rich"
15370,68477-83-8,"Gases, petroleum, C3-5 olefinic-paraffinic alkylation feed"
15371,68477-85-0,"Gases, petroleum, C4-rich"
15372,68477-86-1,"Gases, petroleum, deethanizer overheads"
15373,68477-87-2,"Gases, petroleum, deisobutanizer tower overheads"
15374,68477-88-3,"Gases, petroleum, deethanizer overheads, C3-rich"
15375,68477-89-4,"Distillates, petroleum, depentanizer overheads"
15376,68477-90-7,"Gases, petroleum, depropanizer dry, propene-rich"
15377,68477-91-8,"Gases, petroleum, depropanizer overheads"
15378,68477-92-9,"Gases, petroleum, dry sour, gas-concn.-unit-off"
15379,68477-93-0,"Gases (petroleum), gas concn. reabsorber distn."
15380,68477-94-1,"Gases, petroleum, gas recovery plant depropanizer overheads"
15381,68477-95-2,"Gases (petroleum), Girbatol unit feed"
15382,68477-96-3,"Gases, petroleum, hydrogen absorber off"
15383,68477-97-4,"Gases, petroleum, hydrogen-rich"
15384,68477-98-5,"Gases (petroleum), hydrotreater blend oil recycle, hydrogen-nitrogen-rich"
15385,68478-00-2,"Gases, petroleum, recycle, hydrogen-rich"
15386,68478-01-3,"Gases, petroleum, reformer make-up, hydrogen-rich"
15387,68478-02-4,"Gases, petroleum, reforming hydrotreater"
15388,68478-03-5,"Gases (petroleum), reforming hydrotreater, hydrogen-methane-rich"
15389,68478-04-6,"Gases, petroleum, reforming hydrotreater make-up, hydrogen-rich"
15390,68478-05-7,"Gases, petroleum, thermal cracking distn."
15391,68478-07-9,"Naphtha (petroleum), light steam-cracked arom., piperylene conc., polymd."
15392,68478-08-0,"Naphtha (petroleum), light steam-cracked, C5-fraction, oligomer conc."
15393,68478-10-4,"Naphtha, petroleum, light steam-cracked, debenzenized, C8-16-cycloalkadiene conc."
15394,68478-12-6,"Residues, petroleum, butane splitter bottoms"
15395,68478-13-7,"Residues (petroleum), catalytic reformer fractionator residue distn."
15396,68478-14-8,"Residues (petroleum), caustic-treated vacuum distillate"
15397,68478-15-9,"Residues (petroleum), C6-8 catalytic reformer"
15398,68478-16-0,"Residual oils (petroleum), deisobutanizer tower"
15399,68478-17-1,"Residues, petroleum, heavy coker gas oil and vacuum gas oil"
15400,68478-19-3,"Residual oils (petroleum), propene purifn. splitter"
15401,68478-20-6,"Residues (petroleum), steam-cracked petroleum distillates cyclopentadiene conc., C4-cyclopentadiene-free"
15402,68478-24-0,"Tail gas, petroleum, catalytic cracker, catalytic reformer and hydrodesulfurizer combined fractionater"
15403,68478-25-1,"Tail gas (petroleum), catalytic cracker refractionation absorber"
15404,68478-26-2,"Tail gas, petroleum, catalytic reformed naphtha fractionation stabilizer"
15405,68478-27-3,"Tail gas, petroleum, catalytic reformed naphtha separator"
15406,68478-28-4,"Tail gas, petroleum, catalytic reformed naphtha stabilizer"
15407,68478-29-5,"Tail gas, petroleum, cracked distillate hydrotreater separator"
15408,68478-30-8,"Tail gas, petroleum, hydrodesulfurized straight-run naphtha separator"
15409,68478-32-0,"Tail gas, petroleum, saturate gas plant mixed stream, C4-rich"
15410,68478-33-1,"Tail gas (petroleum), saturate gas recovery plant, C1-2-rich"
15411,68478-34-2,"Tail gas, petroleum, vacuum residues thermal cracker"
15412,68478-45-5,"1,4-Benzenediamine, N,N'-mixed tolyl and xylyl derivs."
15413,68478-60-4,"Dinaphtho[1,2,3-cd:3',2',1'-lm]perylene-5,10-dione, nitro derivs."
15414,68478-65-9,"Ethanol, 2,2'-iminobis-, N-[3-(branched decyloxy)propyl] derivs., N-oxides"
15415,68478-81-9,"9-Octadecenoic acid (9Z)-, reaction products with 3-(dodecenyl)dihydro-2,5-furandione and triethylenetetramine"
15416,68478-82-0,"9-Octadecenoic acid (9Z)-, epoxidized, Bu esters, reaction productswith isooctyl alc., phosphorus oxide (P2O5), propanediol and zinc oxide"
15417,68478-92-2,"Platinum, 1,3-diethenyl-1,1,3,3-tetramethyldisiloxane complexes"
15418,68479-04-9,"1,3-Propanediamine, N1-[3-(tridecyloxy)propyl]-, branched"
15419,68479-09-4,"2-Propenoic acid, telomer with sodium hydrogen sulfite, sodium salt"
15420,68479-14-1,"Silane, chloro Me derivs."
15421,68479-43-7,"Distillates, petroleum, thermal cracked naphtha, and gas oil,Hydrocarbons, C1-4, debutanizer fraction,Hydrocarbons, C4-6, C5 rich,Hydrocarbons, C5-rich,Hydrocarbons, C5-unsaturated"
15422,68479-64-1,"Butanedioic acid, sulfo-, mono[2-[[(9Z)-1-oxo-9-octadecenyl]amino]ethyl] ester, disodium salt"
15423,68479-95-8,"Chromate(2-), [2,4-dihydro-4-[2-[2-(hydroxy-.kappa.O)-5-nitrophenyl]diazenyl-.kappa.N1]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)-.kappa.O3][3-(hydroxy-.kappa.O)-4-[2-[2-(hydroxy-.kappa.O)-1-naphthalenyl]diazenyl-.kappa.N1]-7-nitro-1-naphthalenesulfonato(3-)]-, sodium hydrogen (1:1:1)"
15424,68479-98-1,"Benzenediamine, ar,ar-diethyl-ar-methyl-"
15425,68492-82-0,"Formaldehyde, polymer with 2-methylbenzenamine hydrochloride (1:1)"
15426,685-63-2,"1,3-Butadiene, 1,1,2,3,4,4-hexafluoro-"
15427,6850-28-8,"1,3-Propanediol, 2-amino-2-(hydroxymethyl)-, acetate (1:1)"
15428,68511-03-5,"Phosphoric acid, hexyl ester"
15429,68511-20-6,"Ethanol, 2-phenoxy-, phosphate, potassium salt"
15430,68511-40-0,"1-Propanamine, 3-(tridecyloxy)-, branched"
15431,68511-41-1,"1-Propanamine, 3-(C12-14-alkyloxy) derivs."
15432,68511-43-3,"Propanenitrile, 3-(C12-14-alkyloxy) derivs."
15433,68511-44-4,"Propanenitrile, 3-amino-, N-(C14-18 and C16-18-unsatd. alkyl) derivs."
15434,68511-50-2,"1-Propene, 2-methyl-, sulfurized"
15435,68511-62-6,"Nickel, 5,5'-azobis-2,4,6(1H,3H,5H)-pyrimidinetrione complexes"
15436,68511-63-7,"8-Quinolinol, 7-C12-16-alkyl derivs."
15437,68511-77-3,"Hectorite, 2-amino-2-(hydroxymethyl)-1,3-propanediol-modified"
15438,68511-78-4,"Helium, crude"
15439,68511-91-1,"9-Octadecenoic acid (9Z)-, 1,2,3-propanetriyl ester, sulfated, sodium salt"
15440,68511-92-2,Quaternized oleic imidazoline amide
15441,68512-02-7,"Benzene, (tetrapropenyl) derivs."
15442,68512-13-0,"Copper, [29H,31H-phthalocyaninato(2-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, brominated chlorinated"
15443,68512-15-2,"Cyclohexane, oxidized"
15444,68512-26-5,"Starch, 2-hydroxyethyl ether, base-hydrolyzed"
15445,68512-30-1,"Phenol, methylstyrenated"
15446,68512-34-5,"Lignosulfonic acid, sodium salt, sulfomethylated"
15447,68512-35-6,"Lignin, alkali, reaction products with formaldehyde and sodium bisulfite"
15448,68512-39-0,"Guar gum, oxidized, depolymd."
15449,68512-53-8,"Boric acid (H3BO3), reaction products with ethanolamine and triethanolamine"
15450,68512-61-8,"Residues, petroleum, heavy coker and light vacuum"
15451,68512-62-9,"Residues, petroleum, light vacuum"
15452,68512-63-0,"Benzene, ethenyl-, distn. residues"
15453,68512-78-7,"Solvent naphtha, petroleum, light aromatic hydrotreated"
15454,68512-91-4,"Hydrocarbons, C3-4-rich, petroleum distillates"
15455,68513-02-0,"Naphtha, petroleum, full-range coker"
15456,68513-03-1,"Naphtha, petroleum, light catalytic reformed, arom.-free"
15457,68513-04-2,"Nitriles, C14-18 and C16-18-unsatd."
15458,68513-11-1,"Fuel gases, hydrotreater fractionation, scrubbed"
15459,68513-12-2,"Fuel gases, saturate gas unit fractionater-absorber overheads"
15460,68513-13-3,"Fuel gases, thermal cracked catalytic cracking residue"
15461,68513-14-4,"Gases, petroleum, catalytic reformed straight-run naphtha stabilizer overheads"
15462,68513-15-5,"Gases, petroleum, full-range straight-run naphtha dehexanizer off"
15463,68513-16-6,"Gases, petroleum, hydrocracking depropanizer off, hydrocarbon-rich"
15464,68513-17-7,"Gases, petroleum, light straight-run naphtha stabilizer off"
15465,68513-18-8,"Gases, petroleum, reformer effluent high-pressure flash drum off"
15466,68513-19-9,"Gases, petroleum, reformer effluent low-pressure flash drum off"
15467,68513-49-5,"Sulfonic acids, C15-20-alkane hydroxy and C15-20-alkene, sodium salts"
15468,68513-50-8,"1-Tridecanamine, N-tridecyl-, branched"
15469,68513-62-2,"Disulfides, C5-12-alkyl"
15470,68513-63-3,"Distillates, petroleum, catalytic reformed straight-run naphtha overheads"
15471,68513-65-5,"Butane, branched and linear"
15472,68513-66-6,"Residues, petroleum, alkylation splitter, C4-rich"
15473,68513-68-8,"Residues, petroleum, deethanizer tower"
15474,68513-69-9,"Residues, petroleum, steam-cracked light"
15475,68513-87-1,"Tar bases, quinoline derivs."
15476,68513-95-1,"Flour, soybean"
15477,68514-09-0,"Sulfite liquors and Cooking liquors, spent, oxidized"
15478,68514-15-8,"Gasoline, vapor-recovery"
15479,68514-27-2,"Grease, catch basin"
15480,68514-28-3,"Humic acids, potassium salts"
15481,68514-31-8,"Hydrocarbons, C1-4"
15482,68514-32-9,"Hydrocarbons, C10 and C12, olefin-rich"
15483,68514-33-0,"Hydrocarbons, C12 and C14, olefin-rich"
15484,68514-34-1,"Hydrocarbons, C9-14, ethylene-manuf.-by-product"
15485,68514-35-2,"Hydrocarbons, C14-30, olefin-rich"
15486,68514-36-3,"Hydrocarbons, C1-4, sweetened"
15487,68514-38-5,"Hydrocarbons, C4-10-unsatd."
15488,68514-39-6,"Naphtha, petroleum, light steam-cracked, isoprene-rich"
15489,68514-41-0,"Ketones, C12-branched"
15490,68514-67-0,"Nitriles, soya"
15491,68514-68-1,"Nitriles, tall-oil fatty"
15492,68514-74-9,"Palm oil, hydrogenated"
15493,68514-75-0,"oils, orange-juice"
15494,68514-79-4,"Petroleum products, hydrofiner-powerformer reformates"
15495,68514-80-7,"Polyphenyls, biphenyl- and terphenyl-free"
15496,68514-81-8,"Polyphenyls, biphenyl-free"
15497,68514-88-5,"Polyphosphoric acids, polymers with isopropanolamine, tall oil and triethanolamine"
15498,68515-25-3,"Benzene, C1-9-alkyl derivs."
15499,68515-30-0,"Benzene, mono-C20-48-alkyl derivs."
15500,68515-32-2,"Benzene, mono-C12-14-alkyl derivs., fractionation bottoms"
15501,68515-34-4,"Benzene, mono-C12-14-alkyl derivs., fractionation bottoms, heavy ends"
15502,68515-40-2,"1,2-Benzenedicarboxylic acid, benzyl C7-9-branched and linear alkylesters"
15503,68515-41-3,Di-C7-9-branched and linear alkyl phthalates
15504,68515-42-4,"1,2-Benzenedicarboxylic acid, di-C7-11-branched and linear alkyl esters"
15505,68515-43-5,"1,2-Benzenedicarboxylic acid, di-C9-11-branched and linear alkyl esters"
15506,68515-44-6,"1,2-Benzenedicarboxylic acid, 1,2-diheptyl ester, branched and linear"
15507,68515-45-7,"1,2-Benzenedicarboxylic acid, dinonyl ester, branched and linear"
15508,68515-47-9,"1,2-Benzenedicarboxylic acid, di-C11-14-branched alkyl "
15509,68515-48-0,"1,2-Benzenedicarboxylic acid, di-C8-10-branched alkyl esters, C9-rich"
15510,68515-49-1,"1,2-Benzenedicarboxylic acid, di-C9-11-branched alkyl esters, C10-rich"
15511,68515-50-4,"1,2-Benzenedicarboxylic acid, 1,2-dihexyl ester, branched and linear"
15512,68515-51-5,"1,2-Benzenedicarboxylic acid, di-C6-10-alkyl esters"
15513,68515-58-2,"1,2,4-Benzenetricarboxylic acid, mixed branched and linear heptyl and nonyl and undecyl esters"
15514,68515-60-6,"1,2,4-Benzenetricarboxylic acid, tri-C7-9-branched and linear alkylesters"
15515,68515-62-8,"1,4-Benzenedicarboxylic acid, dimethyl ester, reaction products with bis(2-hydroxyethyl) terephthalate, ethylene glycol, .alpha.-fluoro-.omega.-(2-hydroxyethyl)poly(difluoromethylene), hexakis(methoxymethyl)melamine and polyethylene glycol"
15516,68515-65-1,"Butanedioic acid, sulfo-, C-(2-coco amido-1-methylethyl) esters, disodium salts"
15517,68515-70-8,"1,2-Ethanediol, reaction products with .alpha.-fluoro-.omega.-(2-hydroxyethyl)poly(difluoromethylene), hexakis(methoxymethyl)melamine and polyethylene glycol"
15518,68515-73-1,"Decyl, octyl-poly-D-glucosides"
15519,68515-75-3,"Hexanedioic acid, di-C7-9-branched and linear alkyl esters"
15520,68515-81-1,"Nonanol, branched and linear"
15521,68515-88-8,"Pentene, 2,4,4-trimethyl-, sulfurized"
15522,68515-89-9,"Barium, carbonate nonylphenol complexes"
15523,68515-93-5,"Phenol, nonyl derivs., sulfides"
15524,68516-01-8,"Phosphorodithioic acid, mixed O,O-bis(iso-Bu and pentyl) esters"
15525,68516-06-3,"2-propanol, 1,1'-iminobis-, N-coco alkyl derivs."
15526,68516-17-6,"1,1,2,2-Tetrahydroperfluoro(C6-C12)alkyl sulfate ammonium salt"
15527,68516-18-7,"Decene, hydroformylation products"
15528,68516-20-1,"Naphtha, petroleum, steam-cracked middle arom."
15529,68516-73-4,"1,4-Benzenedicarboxylic acid, 2,2'-[1,4-phenylenebis[imino(1-acetyl-2-oxo-2,1-ethanediyl)azo]]bis-, tetramethyl ester"
15530,68516-78-9,"Boric acid (H3BO3), compd. with 2,2',2''-nitrilotris[ethanol] (1:3)"
15531,68517-09-9,"Ethanone, 1-(2-hydroxy-5-tert-nonylphenyl)-, oxime"
15532,68525-86-0,Corn flour
15533,68525-87-1,"Corn oil, hydrogenated"
15534,68526-42-1,"Amides, from diethylenetriamine, oleic acid and tall-oil fatty acids"
15535,68526-43-2,"Amides, from diethylenetriamine and tall-oil fatty acids"
15536,68526-44-3,"Fatty acids, tall-oil, compds. with diethylenetriamine-tall-oil fatty acid reaction products"
15537,68526-49-8,"Fatty acids, tallow, esters with polyethylene glycol mono-Me ether"
15538,68526-52-3,"Alkenes, C6"
15539,68526-53-4,"Alkenes, C6-8, C7-rich"
15540,68526-54-5,"Alkenes, C7-9, C8-rich"
15541,68526-55-6,"Alkenes, C8-10, C9-rich"
15542,68526-56-7,"Alkenes, C9-11, C10-rich"
15543,68526-57-8,"Alkenes, C10-12, C11-rich"
15544,68526-58-9,"Alkenes, C11-13, C12-rich"
15545,68526-59-0,"Amides, from C18-unsatd. fatty acids dimers and diethanolamine"
15546,68526-63-6,"Amines, di-C8-20-alkyl"
15547,68526-74-9,"Amines, N-tallow alkyltris(trimethylene)tetra-, hydrochlorides"
15548,68526-77-2,"Aromatic hydrocarbons, ethane cracking scrubber effluent and flare drum"
15549,68526-79-4,"Hexanol, branched and linear"
15550,68526-80-7,"Alcohols, C6 and C8-iso-, distn. residues"
15551,68526-82-9,"Alkenes, C6-10, hydroformylation products, high-boiling"
15552,68526-83-0,"alcohols, C7-9-iso-, C8-rich"
15553,68526-84-1,"alcohols, C8-10-iso-, C9-rich"
15554,68526-85-2,"alcohols, C9-11-iso-, C10-rich"
15555,68526-86-3,"alcohols, C11-14-iso-, C13-rich"
15556,68526-88-5,"Heptene, hydroformylation products, high-boiling"
15557,68526-89-6,"Octene, hydroformylation products, high-boiling"
15558,68526-90-9,"Nonene, hydroformylation products, high-boiling"
15559,68526-91-0,"Dodecene, hydroformylation products, high-boiling"
15560,68526-92-1,"Dodecene, hydroformylation products, low-boiling"
15561,68526-93-2,"Nonene, hydroformylation products, low-boiling"
15562,68526-94-3,"Alcohols, C12-20, ethoxylated"
